comment,aspect,sentiments,clean_comment
"Món này lạ lắm luôn lần đầu tiên được ăn :)) Chưa bao giờ ăn bánh cuốn với hải sản, hnay thử được mở rộng tầm mắt. Màu sắc có vẻ đẹp, mực tôm cũng nhiều phết.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này lạ lắm luôn lần đầu tiên được ăn chưa bao giờ ăn bánh cuốn với hải sản hôm nay thử được mở rộng tầm mắt màu sắc có vẻ đẹp mực tôm cũng nhiều phết
"Món này lạ nè, đứng chờ 15p mới có ăn vì đông quá. Có 1 chiếc xe thôi nhưng mà người mua đông quá trời @@. Món này ăn lạ miệng và ngon, nhân bên trong có thịt và cá, vửa miệng. Có bán combo với nước ngọt hay khoai nữa. 2 người hết 80k, ăn vặt thui chứ ko no nha.","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",món này lạ nè đứng chờ 15p mới có ăn vì đông quá có 1 chiếc xe thôi nhưng mà người mua đông quá trời món này ăn lạ miệng và ngon nhân bên trong có thịt và cá vửa miệng có bán combo với nước ngọt hay khoai nữa 2 người hết 80k ăn vặt thôi chứ không no nha
"Món này lạ, hôm qua đi ăn mới biết là có món này. Món này ăn vừa ngon mà lại phù hợp ăn với cơm nữa. Nói chung là khuyến khích các bạn nào đi ăn, thì thử ăn món này thử nha, nhất là ở quán nhậu nào cũng có :X","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",món này lạ hôm qua đi ăn mới biết là có món này món này ăn vừa ngon mà lại phù hợp ăn với cơm nữa nói chung là khuyến khích các bạn nào đi ăn thì thử ăn món này thử nha nhất là ở quán nhậu nào cũng có x
"Món này làm ngon cực kì, sò huyết tươi, ko em nào chết cả mà lại còn mập mạp. Nhà hàng làm vừa chín tới thôi nên ăn rất ngọt, bên trong vẫn còn mọng nước. Tuy hok con nào há miệng nhưng gỡ ra dễ lắm nha. Tỏi để nguyên tép, cắn vào bùi bùi thơm thơm siêu đã. Món món dê ở đây rất ngon, lẩu cũng ok lắm. Nằm ngay ven sông nên lọng gió mát mẻ. Tuy rất đông nhưng pv nhanh lắm. Ăn xong chia ra 2 người tầm 300k.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",món này làm ngon cực kì sò huyết tươi không em nào chết cả mà lại còn mập mạp nhà hàg làm vừa chín tới thôi nên ăn rất ngọt bên trong vẫn còn mọng nước tuy không con nào há miệng nhưng gỡ ra dễ lắm nha tỏi để nguyên tép cắn vào bùi bùi thơm thơm siêu đã món món dê ở đây rất ngon lẩu cũng ok lắm nằm ngay ven sông nên lọng gió mát mẻ tuy rất đông nhưng pv nhanh lắm ăn xong chia ra 2 người tầm 300k
"Món này làm ngon nè, có cọng mì thì có vẻ giống mì ý, nhung mà dai hơn nhiêu.1 tô to như cái thố, siêu nhiều luôn. Mì tương đen có vị ngọt và ko cay, trộn đều lên r mới ăn nha. Có đậu, thịt, ăn ok lắm. Món này hợp với ai ko ăn cay.2 người tầm 250k là no, 1 phần nhiều lắm. @Ng Thuan","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",món này làm ngon nè có cọng mì thì có vẻ giống mì ý nhưng mà dai hơn nhiêu 1 tô to như cái thố siêu nhiều luôn mì tương đen có vị ngọt và không cay trộn đều lên rồi mới ăn nha có đậu thịt ăn ok lắm món này hợp với ai không ăn cay 2 người tầm 250k là no 1 phần nhiều lắm người thân
món này máy đứa bạn cứ rủ ăn hòi không ngán hỏi chủ quán thì chủ quán bảo món này làm từ bột gạo thuần nên ăn như ăn cơm hằng ngày đúng là câu pr hay nhất trong tháng hiiii,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món này mấy đứa bạn cứ rủ ăn hòi không ngán hỏi chủ quán thì chủ quán bảo món này làm từ bột gạo thuần nên ăn như ăn cơm hằng ngày đúng là câu pr hay nhất trong tháng hai
"Món này mình ăn ở Phong Cua 2. PC2 không gian mới rộng rãi, thoáng, sạch sẽ.Phô mai dạng sốt chứ k phải như kiểu cũ chỉ có miếng Phô mai nướng cùng Hàu.Theo mình nghĩ là sau khi nướng hàu chín rồi sẽ rưới nước sốt này lên. Nước sốt được nêm nếm vừa miệng lại có thêm tí hành và cà rốt. Ngon lắm","['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",món này mình ăn ở phòng của 2 pc2 không gian mới rộng rãi thoáng sạch sẽ phô mai dạng sốt chứ không phải như kiểu cũ chỉ có miếng phô mai nướng cùng hàu theo mình nghĩ là sau khi nướng hàu chín rồi sẽ rưới nước sốt này lên nước sốt được nêm nếm vừa miệng lại có thêm tí hành và cà rốt ngon lắm
"Món này mình được người quen tặng voucher nên không tốn tiền nên cũng không rõ giá bao nhiêu 😅 1 phần gồm 2 miếng gà, 2 ly nước, 2 cái bánh quy mật ong. Gà ăn ngon, bánh quy cực cực cực ngon, bánh không quá ngọt nhưng thơm vị mật ong, ăn xong bị ghiền 😋 nhân viên phục vụ được, wifi mạnh, gửi xe free. Trước giờ mình chỉ quen ăn lotte, KFC, Jolibee, nhưng sau lần này mình sẽ ghé thêm Texas nữa","['FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",món này mình được người quen tặng voucher nên không tốn tiền nên cũng không rõ giá bao nhiêu 1 phần gồm 2 miếng gà 2 ly nước 2 cái bánh quy mật ong gà ăn ngon bánh quy cực cực ngon bánh không quá ngọt nhưng thơm vị mật ong ăn xong bị ghiền nhân viên phục vụ được wifi mạnh gửi xe free trước giờ mình chỉ quen ăn lotte ice jolibee nhưng sau lần này mình sẽ ghé thêm texas nữa
"Món này mới nha, tên Mee Siam ngồ ngộ phải k :)) bún gạo trong nước súp Chua và Cay ăn với đậu hũ chiên, bánh cá, tôm, lòng đỏ trứng gà dằm nát trộn đều vô bún. Có thể chọn ăn khô hoặc trong nước súp như hình nè; vị vẫn Chua và Cay như vậy, ăn hay hay và k bị ngán, hình như là vị chua của me í.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này mới nha tên mee sam ngồ ngộ phải không bún gạo trong nước súp chua và cay ăn với đậu hũ chiên bánh cá tôm lòng đỏ trứng gà dằm nát trộn đều vô bún có thể chọn ăn khô hoặc trong nước súp như hình nè vị vẫn chua và cay như vậy ăn hay hay và không bị ngán hình như là vị chua của me í
"Món này nghe tên lạ lạ sao á, nhưng mà lúc ăn thì nó lạ thật =]] Nói đùa chứ phải nói là trâu nướng đá thơm ơi là thơm, mùi thơm vô cùng đặc trưng luôn <3 Nghe nói thịt trâu ăn cũng tốt cho sức khỏe nữa, có cơ hội thì các chế nên thử nhé.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này nghe tên lạ lạ sao á nhưng mà lúc ăn thì nó lạ thật nói đùa chứ phải nói là trâu nướng đá thơm ơi là thơm mùi thơm vô cùng đặc trưng luôn 3 nghe nói thịt trâu ăn cũng tốt cho sức nữa có cơ hội thì các chế nên thử nhé
"Món này ngon đến nỗi mà sau hôm đấy 4 ngày liên tiếp mình liên tục ăn bánh đa trộn =))))) kiểu vẫn chỗ ngồi đấy, vẫn quán đấy, vẫn món đấy nên chụp ảnh như kiểu lấy đi lấy lại 1 cái r up í =)))Bánh đa trộn đầy đủ rau muống, lạc, giò, chả, cá rán, hành phi, mọc, giá,... Nói chung ngon lắmmmm👏🏼👏🏼👏🏼Nước dùng hơi mặn xíu và cốc lọc đá 3k ah =)))))))) ban đầu tưởng free biết thế gọi trà đá hic =))))))))))))","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'DRINKS#PRICES']","['positive', 'positive', 'positive', 'negative']",món này ngon đến nỗi mà sau hôm đấy 4 ngày liên tiếp mình liên tục ăn bánh đa trộn kiểu vẫn chỗ ngồi đấy vẫn quán đấy vẫn món đấy nên chụp ảnh như kiểu lấy đi lấy lại 1 cái rồi up í bánh đa trộn đầy đủ rau muống lạc giò chả cá rán hành phi mọc giá nói chung ngon lắm nước dùng hơi mặn xíu và cốc lọc đá 3k mà ban đầu tưởng free biết thế gọi trà đá thích
"Món này ngon khỏi chê luôn, nước dừa béo ngậy, hút đã ghiền kkk. Mà món này mình thích ở quán là ăn ko bao giờ bị đau bụng, nước dừa còn mới. Ko phải kiểu để bán cả ngày rồi nước dừa bị vữa @@. Mừng quá xá. Ở đây đủ món ăn chơi, giá cả cũng ok so với chất lượng. 2 người cũng tầm 250k là no, nhớ gọi mấy món có mì gói này nọ nha.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",món này ngon khỏi chê luôn nước dừa béo ngậy hút đã ghiền khi mà món này mình thích ở quán là ăn không bao giờ bị đau bụng nước dừa còn mới không phải kiểu để bán cả ngày rồi nước dừa bị vữa mừng quá xá ở đây đủ món ăn chơi giá cả cũng ok so với chất lượng 2 người cũng tầm 250k là no nhớ gọi mấy món có mì gói này nọ nha
"Món này ngon lắm, mặn mặn ngọt ngọt.Cánh gà cắt làm 2, vừa miệng ăn thôi. Hành xào thơm lắm, chín tới, có thêm tỏi phi, ăn ko bị hăng nha. Đầu hành cho nhiều, cái này bọn con trai ăn, gái ko ăn.Lẩu ở đây ăn được.2 người tầm 250k nha.@Ngọc Ánh","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",món này ngon lắm mặn mặn ngọt ngọt cánh gà cắt làm 2 vừa miệng ăn thôi hành xào thơm lắm chín tới có thêm tỏi phi ăn không bị hăng nha đầu hành cho nhiều cái này bọn con trai ăn gái không ăn lẩu ở đây ăn được 2 người tầm 250k nha ngọc ánh
"Món này ngon mà mắc quá @@ Chả biết tại sao nó mắc. Ko biết ngoài HN có mắc thế ko nữa 😥 😥 😥 😥  Lớp bột mỏng, chiên giòn, bên trong ko bị khô, chấm với tương ớt hay muối đều ngon. Mình thì chấm với tương ớt. Còn xoài hay củ sắn thì chấm với muối tôm. Cho hơi ít, nhiều xíu ok hơn thì giá cũng cao mà 😥 😥 😥 😥","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['positive', 'negative', 'neutral']",món này ngon mà mắc quá chả biết tại sao nó mắc không biết ngoài họ có mắc thế không nữa lớp bột mỏng chiên giòn bên trong không bị khô chấm với tương ớt hay muối đều ngon mình thì chấm với tương ớt còn xoài hay củ sắn thì chấm với muối tôm cho hơi ít nhiều xíu ok hơn thì giá cũng cao mà
Món này ngon. Cơm tơi xốp thơm mùi lá dứa. Ăn với mắm thêm chút mắm ruốc nói chung là ngon.,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món này ngon cơm tơi xốp thơm mùi lá dứa ăn với mắm thêm chút mắm ruốc nói chung là ngon
Món này ngon. thích nhất cọng mỳ. Siêu ngon.,['FOOD#QUALITY'],['positive'],món này ngon thích nhất cọng mỳ siêu ngon
"Món này như há cảo vậy. Ngoài chiên giòn. Bên trong ngon, Nhân ko có chắc như Há cảo, hơi bở.",['FOOD#QUALITY'],['positive'],món này như há cảo vậy ngoài chiên giòn bên trong ngon nhân không có chắc như há cảo hơi bở
"Món này nói nôm na là thịt bò bằm, viên lại rồi chiên áp chảo thôi. Nhưng thay vì kẹp bánh mì,rau... Thì kiểu Nhật chỉ đem chiên và ăn cùng sốt và rau củ nướng. Ai đã ngán ăn bánh mì hamburger ở những tiệm fast food, thì thử qua món này cho đỡ nhàm chán. Nhà hàng chuyên về mì ramen như cái tên của nó, nhưng nhìn lại những món khác cũng ngon ko kém, đơn cử là món này vậy ^^Chúc ngon miệng nhé ^^","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này nói nôm na là thịt bò bằm viên lại rồi chiên áp chảo thôi nhưng thay vì kẹp bánh mì rau thì kiểu nhật chỉ đem chiên và ăn cùng sốt và rau củ nướng ai đã ngán ăn bánh mì hamburger ở những tiệm fast food thì thử qua món này cho đỡ nhàm chán nhà hàg chuyên về mì ramen như cái tên của nó nhưng nhìn lại những món khác cũng ngon không kém đơn cử là món này vậy chúc ngon miệng nhé
"Món này ở những chỗ khác thì cơm cháy mới đúng kiểu. Cơ mà nó cháy quá thành ra rất khó ăn. Chỗ này thì cháy một tẹo thui, vẫn cảm nhận vị cơm. Sốt màu đỏ í cay nhè nhẹ, những đứa k ăn cay như mình vẫn có thể ăn ngon lành","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này ở những chỗ khác thì cơm cháy mới đúng kiểu cơ mà nó cháy quá thành ra rất khó ăn chỗ này thì cháy một tẹo thôi vẫn cảm nhận vị cơm sốt màu đỏ í cay nhè nhẹ những đứa không ăn cay như mình vẫn có thể ăn ngon lành
"Món này phải ăn 1 lần 4 5 trứng mới đã nè nha, mà hên xui, có mấy trứng con lớn, ăn khó lắm :3.",['FOOD#QUALITY'],['neutral'],món này phải ăn 1 lần 4 5 trứng mới đã nè nha mà hên xui có mấy trứng con lớn ăn khó lắm 3
"Món này rất lạ miệng, ngon, ai thích cá lại càng khoái.1 tô khá nhiều, đầy, miếng cá tươi, chiên giòn, trong nước nhưng ko bị bở, vẫn còn giòn nha. Nước lèo thì ngọt thanh, khá là thơm nữa.Quán sạch sẽ, thoáng mát.2 người tầm 90k nha.@Nguyen Anh Dung","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'neutral']",món này rất lạ miệng ngon ai thích cá lại càng khoái 1 tô khá nhiều đầy miếng cá tươi chiên giòn trong nước nhưng không bị bở vẫn còn giòn nha nước lèo thì ngọt thanh khá là thơm nữa quán sạch sẽ thoáng mát 2 người tầm 90k nha nguyen anh dung
Món này rất ngon mời mọi người cùng thử. Cảnh báo: Thử là ghiền.  Mại dzô Mại dzô,['FOOD#QUALITY'],['positive'],món này rất ngon mời mọi người cùng thử cảnh báo thử là ghiền mại dzô mại dzô
"Món này siêu ngon lun đó . Cơm ra nóng hổi, có tiếng xèo xèo nữa . Không những vậy cơm giống như mình đang xào cơm vậy rất thích . Đúng chất vừa thổi vừa ăn lun . Mà còn được nhiều gà nữa chứ 😍??","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món này siêu ngon lúc đó cơm ra nóng hổi có tiếng xèo xèo nữa không những vậy cơm giống như mình đang xào cơm vậy rất thích đúng chất vừa thổi vừa ăn luôn mà còn được nhiều gà nữa chứ
