clean_comment,aspect,sentiments,VNESE_text_output
mình là khách quen của quán mấy năm trời lê lết ở cái quán này rồi mấy món ở quán rất ngon lại nhiều nữa 1 phần ăn khá nhiều mình nghiền ốc nhưng đi 2 người thường ăn không hết,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình là người nam lần đầu tiên ăn món này của người bắc ăn thấy lạ lạ miệng mà cũng ngon quán này không gian sạch sẽ nhân viên lịch sự chả cua bể siêu ngon và giòn,"['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và không gian tốt và phục vụ tốt
mình mê nem chua rán ở đây lắm chấm với nước mắm ốc ngon thôi rồi có cả bún lá nắm bé bé chấm với nước ốc nha mình nhớ là nhà cô ý là số 81 trong làng ngọc hà ý gần hồ b52,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'LOCATION#GENERAL']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và địa chỉ tạm
mình mới ăn ở o hiệp ở đây có rất nhiều món ngon nhưng món bánh ướt là mình thích nhất công nhận là ngon thiệt đặc biệt là món bánh ướt thịt nướng highly recommend luôn chưa có chỗ nào được ăn bánh ướt lạ như vầy trông như mấy món phở cuốn vậy ăn với nước chấm có đậu phộng rất vừa miệng,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình mua loại này gồm patê gà xé sợi trứng non trứng cút lạp xưởng chả lụa hành phi mỡ hành chà bông xôi mềm bạn chở ghé đây mua ăn lần đầu thấy ngon lắm dễ ăn hàg này là dạng xe đẩy bán vỉa hè đối diện cổng chợ tân định thấy đông khách lắm mà buôn bán nhanh tay nên không phải đợi lâu trên hộp còn có cả địa chỉ ghi là xôi gà,"['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",chất lượng đồ ăn tốt và phục vụ tốt
mình mua mang về nên chưa vào trong quán xem thử đợi làm bánh hơi lâu chừng 10 15 phút gì đấy mặc dù quán vắng vì mình đi hơi trễ 1 phần là 6 viên các bạn có thể chọn 2 loại nhân khác nhau mình chọn nhân bạch tuộc đỏ và thanh cua vỏ bánh mềm nhưng dày nhân bên trong thì hơi ít tẹo ăn cũng khá ngon nhưng ăn hết một viên bánh thì sẽ có cảm giác hơi ngán bù lại phần sốt rất ngon các bạn nên ăn thử một phần giá là 79k6 viên,"['SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['negative', 'neutral', 'positive', 'positive', 'neutral']",phục vụ tệ và lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt và nhà hàng nói chung tốt và giá tiền món ăn tạm
mình nhớ lần đầu tiên vào nhà hàg gọi món này phục vụ bưng ra 1 dĩa ốc móng tay còn nguyên vỏ từng cọng rau muống được xếp tỉ mẩn ở 1 bên vỏ trông thì cảnh vẻ mà ăn chả được bao nhiêu khi vào quán này thấy đĩa ốc đầy đặn thế này cũng ấm lòng rau muống giòn không bị cứng ốc không nát nhưng món này mình ăn thấy khá bình thường không có gì nổi trội lắm,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tạm
mình đặt hàg 2 loại là blizzard chocolate xtreme thêm almond 10k mỗi topping thêm và matcha almond kem tươi ăn vui miệng hơi ngọt quá matcha almond thì ổn hơn vì có vị trà kiềm lại vị ngọt nhân viên nhanh nhạy dễ tính nhưng dạo này kem dễ chảy hơn xưa,"['FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS']","['neutral', 'neutral', 'positive', 'negative']",giá tiền món ăn tạm và chất lượng đồ ăn tạm và phục vụ tốt và lựa chọn đồ ăn tệ
mình quên giá phần này rồi nhưng hình như dưới 50k có cơm phile gà bắp cải và nước sốt ăn kèm sốt hơi mặn xíu nhưng rưới đều rồi trộn lên ăn rất ngon vừa bưng ra là làm liền thì nghe xèo xèo đã tai hại để lâu hết nóng hết xèo nhược điểm tí là ăn xong nhìn cái chảo sẽ hơi ớn dầu mỡ,"['FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'positive', 'neutral']",giá tiền món ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm
mình rất ít khi ăn thịt ếch cứ sợ sợ thế nào í nhưng ở đây làm khá ngon với cả nhìn cũng sạch sẽ,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
mình rất thích ăn bún ốc ở đây ngon cực kì đặc biệt là nước dùng phục vụ chu đáo mà chủ quán cực thân thiện giá mỗi bát là 30 000đ người gọi ốc to hay ốc nhỏ,"['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và phục vụ tốt và giá tiền món ăn tạm
mình rất thích ăn gà ở quán này thịt gà mềm ngon và đặc biệt là phần da rất giòn cháo với miến gà ở đây được nấu bằng nước luộc gà nên rất thơm ngọt và béo gỏi ở đây trộn hơi bị ít rau còn thịt thì ăn quài hỏng thấy hết quán phục vụ từ 7h00 đến 22h00 giá tầm 15k 110k nhân viên phục vụ nhiệt tình 1 điểm trừ cho quán là quán hơi bị nhỏ lúc khách đông không có chỗ ngồi,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm và phục vụ tốt và không gian tệ
mình thấy bánh cuốn ở đây nhạt không đậm đà như bánh cuốn nhân thịt bình thường mình hay ăn đây cũng là lần đầu ăn bbc nên không biết so sánh các chỗ với nhau phù hợp với các bạn thích ăn nhạt nè,['FOOD#QUALITY'],['neutral'],chất lượng đồ ăn tạm
mình thấy chỗ này ngon hơn hanuri nhiều hanuri dạo này chất lượng thấy sao sao á không còn ngon nữa theo ý cá nhân mình tìm được một chỗ đồ hàn hợp với túi tiền mà ngon nữa cách phục vụ cũng chuyên nghiệp lắm,"['FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và phục vụ tốt và nhà hàng nói chung tốt
mình thấy để hình trong menu thì hấp dẫn lắm ai dè đem ra thì như vầy phô mai thì quá ít thịt gà thì cũng không ngon mất nước sốt cay thì quá mặn lần đầu tiên mình ăn món gà phô mai tệ như vậy,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['negative', 'negative']",lựa chọn đồ ăn tệ và chất lượng đồ ăn tệ
mình thấy đồ ăn ở đây mắc so với lob hay kfc nhưng mà ăn ngon hơn nước ngọt được lấy bao nhiêu thích chỉ tốn tiền lại,"['FOOD#PRICES', 'FOOD#QUALITY', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES']","['negative', 'positive', 'positive', 'positive']",giá tiền món ăn tệ và chất lượng đồ ăn tốt và lựa chọn đồ uống tốt và giá tiền đồ uống tốt
mình thấy quán lúc nào cũng đông nhưng được cái phục vụ khá tốt gọi món ăn cũng không quá lâu nhân viên nhanh nhẹn răng mực xào bơ khá đậm đà và thơm 50k phần chỉ có điều hơi dầu mỡ quá chắc vì cho quá nhiều bơ nhưng phải công nhận cái nước sốt bơ đó chấm với bánh mì có thể gây nghiện đó ngon không cưỡng lại được luôn ý tở 150k 2 người,"['SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",phục vụ tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm
mình thấy tô hơi nhỏ ít loại rau chỉ có hẹ giá bỏ sẵn trong tô và bắp chuối rau muống bào không có bông súng rau đắng chắc là kiểu bún mắm của bạc liêu nó vậy hoặc bữa mình tới quán hết rau đồ gồm có 1 con tôm 1 miếng chả cá 1 miếng chả cá bọc ớt 1 lát heo quay 1 miếng cá không có mực và rất ít bún nước bún lại hơi bị mặn,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['negative', 'negative']",lựa chọn đồ ăn tệ và chất lượng đồ ăn tệ
mình thấy trong tất cả các quán bán bánh bèo huế ở xài gòn thì quán này là bánh ngon nhất bánh bèo ở đây làm ngon lắm nhiều bột gạo nên bánh mềm có vị béo thơm nhưng không bị quá dai da heo dòn rụm nước chấm pha đúng chất huế rất đậm đà mắm ngọt ngọt mặn mặn dễ ăn người bán khá thân thiện với khách duyệt y,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và phục vụ tốt và nhà hàng nói chung tốt
mình thèm bún đậu quá nên ghé đây ăn nè địa điểm 33 đường hoa hồng quận phú nhuận các bạn tham khảo địa điểm nhé ở đây ngon lắm nha mình kêu bún đậu lớn nè với phần lòng này kia nhắc lại còn thèm chảy dãi luôn cơ quán đông kinh khủng coi chừng không có bàn ngồi luôn á không có phần 1 người thì phải nước uống cùng thể loại so với quán khác thì mắc hơn,"['LOCATION#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#QUALITY', 'DRINKS#PRICES']","['neutral', 'positive', 'positive', 'negative']",địa chỉ tạm và nhà hàng nói chung tốt và chất lượng đồ ăn tốt và giá tiền đồ uống tệ
mình thì thích đủ thứ nên gọi phở thập cẩm hôm qua đi chơi bùi viện với gấu về khuya thấy quán phở mở cửa tạt vô ăn mà ấm cả lòng ngon quá trời quá đất lại nằm ngay phố tây bùi viện sầm uất nữa không gian quán ấm cúng lịch sự sẽ quay lại tiếp,"['FOOD#QUALITY', 'LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và địa chỉ tốt và không gian tốt và nhà hàng nói chung tốt
mình thì thường không thích pizza nhưng quả thật pizza ở đâu ngon size mình 9 inch l 11 inch topping hải sản có cá không tanh nha mực tôm cheese cũng kha khá,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình thích ăn đồ cuốn ăn món này lần đầu ở đây nhưng không thấy ngon lắm thịt giòn bì thái mỏng khá ngon nhưng nước chấm bị mặn vắt quất vào lại thành chua,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['neutral', 'neutral', 'positive']",chất lượng đồ ăn tạm và lựa chọn đồ ăn tạm và nhà hàng nói chung tốt
mình thích ăn hủ tiếu ở đây hơn vì mùi vị đặc biệt lâu rồi không ăn hủ tiếu nam vang nên rủ bạn đi ăn mình ăn hủ tiếu nước còn bạn mình ăn mì khô ở đây có loại nước tương đen ăn vào thấy thơm lạ trộn lên ăn rất ngon 1 tô mình ăn 50k không biết bình thường vậy hay là do dịp tết nhưng tô hủ tiếu chất lượng được 2 con tôm to và tươi gan mềm không bị khô lần sau sẽ ghé lại thử món hủ tiếu khô ở đây,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm và nhà hàng nói chung tốt
mình thích ăn ở chú kế bên bò lá lốt phương mọi người hay ăn là vì chú cực kì dễ thương hiếu khách khách ghé là tươi cười chào đón khách đi cũng tươi cười cảm ơn rất chân thành ăn 3 phần vợ chồng chú còn tặng chai coca nữa đi 2 người là vợ chú tự động đem ra 2 cái tẩy rất dễ thương còn quán phương kế bên chả bao giờ tươi cười được như vậy đâu hồi đó em mình cùng anh chị em đến ăn thì phục vụ chán lắm bọn em đến trước mà toàn bán cho mấy người khác không à mong mọi người ghé ủng hộ chú nhé,"['SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive']",phục vụ tốt và nhà hàng nói chung tốt
mình thích ăn xí quách nên gọi bún mì vàng trụng khô ăn với xí quách mỗi tô đều có bánh tôm ăn kèm có thể kêu thêm 3k nhìn xương kìa to ghê chưa xương có tí mỡ nữa nên ăn đã sựt sựt đã răng lắm lắm,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình thích ăn xôi gà xé rất ngon có cho kèm dưa chua nữa mỡ hành hành phi và hành cháy rất thơm một phần là 15k ăn cũng vừa đủ mà tối tối thì ăn nhiêu đây được rồi nhân viên nhanh nhẹn nhiệt tình tb 30k 2 người,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'neutral', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm và phục vụ tốt
mình thích các món nướng đi ăn cơm tấm người ta thường kêu đầy đủ còn mình thì mỗi cơm và sườn là đủ rồi cơm nóng kêu miếng sườn mới nướng ra vẫn còn đang khói nghi ngút ăn mới đã sườn ở đây to có lẽ cơm và sườn ngang nhau luôn có chút mỡ nữa ăn mềm thơm không bị ngán quán đông khách phục vụ nhanh người ngồi ăn khá đông người mua về cũng nhiều ở đây thấy mỗi nước mắm ăn kèm là không ngon giá cả hơi mắc 1 dĩa cơm sườn không 35k khăn 2k nếu đi 2 người gọi thêm nước chắc cỡ 100k hả,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và nhà hàng nói chung tốt và phục vụ tốt và giá tiền món ăn tệ
mình thích chân gà chiên mắm hơn ăn thơm mà đậm đà,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
mình thích nhất combo này ở đây được ăn 1 lúc 2 món luôn mà giá rất rẻ mì ý sốt kem khá là béo gọi combo thì vừa đủ ăn không bị ngán gà thì siêu ngon rồi bột chiên của quán ăn thích cực kì giòn tan luôn có rắc tí bột cay gì đó mình quên hỏi rồi sorry mọi người mình với người yêu đều kết quán này nên ra cho mọi người tham khảo luôn đó,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và giá tiền món ăn tốt và chất lượng đồ ăn tốt và nhà hàng nói chung tốt
